id_venta,id_pedido,fecha_registro_cliente,canal_venta,categoria_producto,producto,cantidad,precio_unitario,subtotal_linea,tipo_pedido,con_reservacion,id_mesa,ubicacion_mesa,tipo_mesa,fecha_reservacion,estado_reservacion,fecha_pedido,hora_pedido,estado_pedido,metodo_pago,estado_pago,subtotal_pedido,impuestos,total_pedido,tiempo_entrega_min,calificacion_servicio,tipo_cliente,origen_ecommerce,cliente_id_anon
2447,1986,2025-06-30,presencial (mesero),alimentos,sandwich club,2,73.47,146.94,para llevar,false,,nan,nan,nan,nan,2025-10-03,08:00:00,en preparación,transferencia,pagado,246.75,39.48,286.23,15,,recurrente,False,5ef6fdf32513
325,1137,2025-08-04,página web,bebidas calientes,té chai,2,44.63,89.26,en el lugar,true,13.0,nan,pareja,06-16-2026,cancelada,2026-06-18,11:55:00,entregado,pago en línea,pagado,19545.948904345278,52.27,7941.900028565892,30.0,5.0,frecuente,True,c75cb66ae28d
1794,1725,2025-10-30,presencial (mostrador),café frío,cold brew,3,,172.05,en el lugar,false,19.0,terraza,grupal,nan,nan,2026-02-04,18:20:00,entregado,transferencia,pagado,172.05,27.53,199.58,33.0,5.0,frecuente,False,67e9c3acebb1
2320,1935,2025-05-30,página web,repostería,dona glaseada,1,35.36,35.36,en el lugar,false,8.0,salón principal,individual,nan,nan,2026-04-30,15:00:00,listo,pago en línea,pagado,182.72,29.24,211.96,31.0,,frecuente,True,8df66f64b574
885,1358,2025-12-12,página web,bebidas calientes,té chai,2,35.0,70.0,para llevar,false,,nan,nan,nan,nan,2026-03-31,19:55:00,en preparación,pago en línea,pagado,8875.166378857975,23.73,3606.0677651212527,15,,frecuente,True,6affdae3b3c1
1098,1447,2025-01-26,presencial (mesero),bebidas calientes,infusión de manzanilla,1,30.26,30.26,en el lugar,false,11.0,terraza,individual,nan,nan,2025-06-23,12:50:00,en preparación,efectivo,pagado,287.35,45.98,333.33,15,,recurrente,False,ad5736686512
3255,2312,2026-02-23,página web,repostería,concha,3,,157.23,en el lugar,true,2.0,,pareja,2026/02/23,completada,25/02/2026,14:35:00,entregado,pago en línea,pagado,26530.363192783832,70.94,10779.640208720592,34.0,5.0,recurrente,True,8cd251027157
1033,1422,2025-02-14,presencial (mesero),bebidas calientes,té verde,3,39.44,118.32,para llevar,false,,nan,nan,nan,nan,2025-04-07,17:15:00,entregado,nan,pagado,211.04,33.77,244.81,22.0,3.0,vip,False,1e472b39b105
713,1293,2025-02-03,presencial (mostrador),bebidas calientes,chocolate caliente,1,30.13,30.13,en el lugar,true,5.0,salón principal,individual,04-21-2026,cancelada,2026-04-23,16:55:00,entregado,efectivo,pagado,288.7,46.19,334.89,15.0,,vip,False,9a049b03f6fc
3753,2500,2025-09-20,página web,café caliente,espresso,2,,102.34,para llevar,false,,nan,nan,nan,nan,2026-07-04,18:55:00,entregado,pago en línea,pagado,526.12,84.18,610.3,9.0,5.0,frecuente,True,38d66d9692ac
3365,2356,2025-01-26,presencial (mesero),bebidas frías,agua mineral,3,27.35,82.05,para llevar,0,,nan,nan,nan,nan,2025-05-31,07:10:00,en preparación,efectivo,pagado,153.42,24.55,177.97,15,,frecuente,False,08490295488a
1739,1703,2025-04-25,presencial (mostrador),café caliente,capuchino,2,53.32,106.64,en el lugar,true,13.0,barra,grupal,2025-12-16,completada,2025-12-18,09:05:00,entregado,transferencia,pagado,290.77,46.52,337.29,39.0,3.0,frecuente,False,eb1e33e8a81b
938,1378,2025-03-13,presencial (mesero),bebidas calientes,té verde,500,-35.19,105.57,para llevar,false,,nan,nan,nan,nan,2025-05-24,13:00:00,en preparación,efectivo,pagado,272.69,43.63,316.32,15,,frecuente,False,70260742c295
1351,1546,2025-10-07,página web,resposteria,muffin de arándano,3,,110.67,para llevar,false,,nan,nan,nan,nan,2026-08-08,13:40:00,listo,pago en línea,pagado,146.03,23.36,169.39,33.0,,recurrente,True,56f4da26ed95
2935,2182,2025-05-16,presencial (mostrador),bebidas frías,té helado,1,31.98,31.98,para llevar,false,,nan,nan,nan,nan,2025-07-29,09:50:00,listo,tarjeta,pagado,258.19,41.31,299.5,9.0,,frecuente,False,9b871512327c
2457,1990,2025-05-05,presencial (mostrador),alimentos,panini de jamón y queso,2,,189.92,para llevar,false,,nan,nan,nan,nan,2025-07-31,19:30:00,listo,tarjeta,pagado,366.11,58.58,424.69,40.0,,recurrente,False,61a229bae1e9
2132,1861,2026-04-19,página web,repostería,pay de queso,1,,51.81,en el lugar,true,19.0,barra,pareja,2026-07-18,no_show,2026-07-19,12:55:00,entregado,pago en línea,pagado,371.4,59.42,430.82,12.0,5.0,frecuente,True,b17ef6d19c7a
2261,1911,2025-04-12,página web,café frío,frappuccino de caramelo,1,61.72,61.72,en el lugar,true,13.0,zona de estudio,grupal,2025-12-02,completada,2025-12-05,13:20:00,en preparación,efectivo,pagado,247.67,39.63,287.3,15,,frecuente,True,3d3286f7cd19
3199,2292,2025-06-01,presencial (mostrador),bebidas calientes,chocolate caliente,1,42.99,42.99,en el lugar,true,19.0,salón principal,pareja,2025-10-19,completada,2025-10-21,12:00:00,entregado,nan,pagado,200.21,32.03,232.24,23.0,5.0,frecuente,False,72440a20f540
2520,2014,2025-08-29,página web,alimentos,sandwich club,3,,269.94,en el lugar,false,5.0,salón principal,individual,nan,nan,2026-06-07,18:40:00,entregado,transferencia,pagado,398.27,63.72,461.99,43.0,10.0,frecuente,True,f6e0a1e2ac41
3245,2308,2025-05-03,página web,repostería,brownie,3,53.24,159.72,en el lugar,false,18.0,zona de estudio,grupal,nan,nan,2026-06-24,08:25:00,entregado,pago en línea,pagado,19781.09623710946,52.9,8037.469417203303,41.0,5.0,nuevo,True,6208ef0f7750
2966,2193,2025-04-12,página web,café caliente,espresso,1,29.57,29.57,para llevar,false,,nan,nan,nan,nan,2026-03-21,16:00:00,entregado,pago en línea,pagado,78.81,12.61,91.42,29.0,4.0,nuevo,True,0a2d643bfd24
1895,1769,,pagina web,café frío,frappuccino de caramelo,3,57.89,173.67,para llevar,false,,nan,nan,nan,nan,2026-07-05,14:35:00,entregado,pago en línea,pagado,590.13,94.42,684.55,18.0,2.0,frecuente,True,19581e27de7c
314,1132,2026-08-17,página web,bebidas calientes,té chai,1,38.07,38.07,en el lugar,false,13.0,zona de estudio,grupal,nan,nan,2026-08-19,15:10:00,entregado,pago en línea,pagado,38.07,6.09,44.16,15.0,5.0,frecuente,True,684fe39f0375
3529,2421,2025-06-18,presencial (mesero),repostería,dona glaseada,2,27.74,55.48,para llevar,false,,nan,nan,nan,nan,12-27-2025,20:25:00,entregado,tarjeta,pagado,279.88,44.78,324.66,31.0,5.0,frecuente,False,031b4af5197e
2370,1955,2025-11-15,presencial (mesero),repostería,muffin de arándano,2,46.39,92.78,para llevar,false,,nan,nan,nan,nan,2026-05-25,09:20:00,listo,efectivo,pagado,92.78,14.84,107.62,38.0,,frecuente,False,eeca91fd439b
715,1294,2025-03-23,página web,cafè caliente,mocaccino,2,41.12,82.24,en el lugar,true,18.0,barra,pareja,2025-08-23,completada,08-23-2025,10:00:00,entregado,nan,pagado,273.76,43.8,317.56,12.0,5.0,frecuente,True,6b51d431df5d
971,1393,2025-05-04,presencial (mostrador),bebidas calientes,té chai,1,32.24,32.24,para llevar,false,,nan,nan,nan,nan,2026/02/23,09:35:00,entregado,efectivo,pagado,99.38,15.9,115.28,35.0,2.0,frecuente,False,05ada863a4cf
2947,2187,2025-06-11,página web,café caliente,espresso,2,38.77,77.54,para llevar,false,,nan,nan,nan,nan,2026-01-16,07:30:00,entregado,pago en línea,pagado,141.1,22.58,163.68,22.0,,nuevo,True,108c995b953c
2142,1865,,página web,bebidas calientes,té chai,1,-42.79,42.79,en el lugar,true,2.0,zona de estudio,pareja,2026-04-22,completada,2026-04-22,09:15:00,entregado,pago en línea,pagado,42.79,6.85,49.64,14.0,2.0,nuevo,True,48449a14a4ff
